 Paper Publish Year,DOI,Carbohydrate/Protein Mimetic,Category ,Mimic of which Protein/Carbohydrate,Name of the Mimetic,Functions,Activity
2019,https://doi.org/10.3390/biomimetics4030053,Carbohydrate,Glycan,Neuraminic acid,Oseltamivir (Tamiflu),Antiviral drug used for the treatment and prophylaxis of influenza A and B.,"Inhibits neuraminidase, an enzyme on the surface of the influenza virus, which is essential for the virus's replication and spread."
2019,https://doi.org/10.3390/biomimetics4030054,Carbohydrate,Glycan,Neuraminic acid,Zanamivir (Relenza),Antiviral drug used for the treatment of influenza A and B.,"Inhibits neuraminidase, preventing the release of new viral particles from infected cells."
2019,https://doi.org/10.3390/biomimetics4030057,Carbohydrate,Glycan,Multivalent carbohydrate structure,Multivalent glycomimetics,Used to enhance binding affinity through multivalent interactions.,"Binds to multiple sites on a target protein or cell surface, increasing overall binding strength and efficacy."
2019,https://doi.org/10.1007/s11130-019-00723-z,Carbohydrate,Carbohydrate-based fat mimetics,"Fats (specifically, saturated fats in bakery products)",Inulin,Inulin serves to reduce fat content in bakery products while providing similar textural and mouthfeel properties to fats,"Inulin promotes the endogenous formation of 3-MCPDE during baking, particularly at higher concentrations, due to the formation of Maillard products."
2019,https://doi.org/10.1007/s11130-019-00723-z,Carbohydrate,Carbohydrate-based fat mimetics,"Fats (specifically, saturated fats in bakery products)",Pectin,Pectin serves to reduce fat content in bakery products while providing similar textural and mouthfeel properties to fats,"Pectin helps maintain lower levels of glycidyl esters during baking and storage due to its ability to bind water and create a stable gel matrix, which affects the thermal stability of these compounds."
2019,https://doi.org/10.3390/ijms20081963,Protein,Not Specified Explicitly,Neutrophil serine proteases,Kanamycin-based Compound (KanCbz):,"Acts as a potent inhibitor of these proteases, which are involved in inflammatory lung conditions.",Demonstrated effectiveness in attenuating inflammation mediated by proteases
2019,https://doi.org/10.1002/adfm.202402521,Protein,Not Specified Explicitly,CXCR3 Receptor,CXCR3 Antagonist (AMG487),"The CXCR3 receptor is involved in the recruitment and differentiation of osteoclast precursors at bone resorption sites. By blocking this receptor, the antagonist aims to mitigate osteoclast activity and bone loss.","The PS-EMs loaded with AMG487 effectively protect against bone loss in an ovariectomized mouse model, demonstrating their potential as anti-resorptive therapies."
2019,https://doi.org/10.1021/acs.bioconjchem.9b00259,Protein,Synthetic antibody-like peptide.,Yeast regulatory protein Gal80.,Synbody,"Exhibits a high affinity (5 nM) for Gal80, significantly enhancing binding compared to monomeric peptides. This synbody binds to two different faces of the protein, mimicking the behavior of natural antibodies.","Synbody functions as a high-affinity protein interaction inhibitor by mimicking discontinuous epitopes of target proteins, enabling selective binding to disrupt pathogenic protein-protein interactions (PPIs) or modulate signaling pathways."
2020,https://doi.org/10.1002/ejoc.202001389,Carbohydrate,Azidopyran,3-Azidopyran,"Trivalent 1,2,3-Triazole-Linked Carbohydrate Mimetics (6-8)","Serve as multivalent ligands for biological targets, enhancing effects compared to monovalent ligands.","Used for their potential as L- and P-selectin ligands, showing promise in preliminary evaluations"
2020,https://doi.org/10.1002/ejoc.202001389,Carbohydrate,Azidopyran,3-Azidopyran,Unsymmetrical Trivalent Carbohydrate Mimetic (12),"Multivalent interaction with biological targets, potentially more effective due to asymmetry.","Evaluated as L- and P-selectin ligands, successfully O-sulfated to enhance activity​"
2020,https://doi.org/10.1002/ejoc.202001389,Carbohydrate,Azidopyran,3-Azidopyran,"Tetravalent 1,2,3-Triazole-Linked Carbohydrate Mimetic (16)",Multivalent ligands for enhancing biological interactions.,"Synthesized for evaluation as a ligand for selectins, showing good yield and potential"
2020,https://doi.org/10.1002/ejoc.202001389,Carbohydrate,Azidopyran,3-Azidopyran,"Hexavalent 1,2,3-Triazole-Linked Carbohydrate Mimetic (17)",Designed to enhance multivalent biological interactions.,"Evaluated as a selectin ligand, showing good reactivity and yield​"
2020,https://doi.org/10.1002/ejoc.202001389,Carbohydrate,Azidopyran,3-Azidopyran,"Octavalent 1,2,3-Triazole-Linked Carbohydrate Mimetic (18)","Provides multiple binding sites for biological targets, enhancing effectiveness.","Synthesized with good yield, evaluated for potential selectin binding​"
2020,https://doi.org/10.1002/ejoc.202001389,Carbohydrate,Azidopyran,3-Azidopyran,Dodecavalent C60-Fullerene Derived Carbohydrate Mimetic (22),Provides extensive multivalent interaction potential with biological targets.,"Preliminary SPR measurements indicate promising ligand activity for L- and P-selectins with low nanomolar IC50 values, successfully O-sulfated for enhanced activity​."
2020,https://doi.org/10.3390/ijms21197349,Protein,Antimicrobial peptide mimetic,Natural antimicrobial peptide from wasp venom,Protonectin,Exhibits antifungal and antibacterial activity.,"Membrane-active mode of action, effective against various pathogens."
2020,https://doi.org/10.3390/ijms21197349,Protein,Antimicrobial peptide mimetic,Natural peptide found in frog skin.,Temporin-SHf,Provides a chemical defense against pathogens.,Moderate antimicrobial activity against E. coli and S. aureus.
2020,https://doi.org/10.3390/ijms21197349,Protein,Antimicrobial peptide mimetic,Analogue of Temporin-SHf.,TetraF2W-RR,Enhanced antimicrobial properties.,Improved activity against MRSA and other bacteria.
2020,https://doi.org/10.3390/ijms21197349,Protein,Antimicrobial peptide mimetic,Upgraded versions of Temporin.,Verine-L,Targeting bacterial infections.,Enhanced antimicrobial activity against S. aureus and E. coli.
2020,https://doi.org/10.3390/ijms21197349,Protein,Antimicrobial peptide mimetic,Upgraded versions of Temporin.,Horine,Targeting bacterial infections.,Enhanced antimicrobial activity against S. aureus and E. coli.
2020,https://doi.org/10.3390/ijms21197349,Protein,Peptidomimetic oligomers,Host-defense peptides.,g-AApeptides,Mimics the action of natural AMPs.,"mimic the primary structure of natural peptides, projecting a similar number of side chains, which allows them to interact effectively with bacterial membranes. They fold into discrete secondary structures, such as helical and β-turn-like formations, which are crucial for their function"
2020,https://doi.org/10.3390/ijms21197349,Protein,Peptidomimetic oligomers,Cyclic peptide antibiotics.,Cyclic g-AApeptides,Antimicrobial action.,"disrupt bacterial membranes. Their unique structure allows them to adopt a globally amphipathic conformation, which is essential for interacting with and permeabilizing bacterial membranes"
2021,https://doi.org/10.1186/s13046-021-02157-5,Protein,Macromolecular drug carrier.,Various pro-apoptotic proteins,ELPs (Elastin-like polypeptides),"Enhances solubility and delivery of therapeutics,",electively accumulating in tumors to promote apoptosis
2021,https://doi.org/10.1002/anie.202102082,Protein,Peptidomimetic inhibitor,β-catenin,Bicyclic b-Sheet Mimetics (A-b6),"Inhibits the interaction between β-catenin and transcription factors, thereby blocking Wnt signaling.",Demonstrated robust Wnt inhibition with an IC50 of 8 µM and high inhibitory activity at 50 µM (2% residual activity)
2021,https://doi.org/10.1002/anie.202102082,Protein,Peptidomimetic inhibitor,β-catenin,Linear Analog (12-l),"Similar target as A-b6 and 12, aimed at inhibiting β-catenin interactions.",Exhibited low affinity (Kd approx. 2 mM) and reduced signal intensity due to proteolytic degradation
2021,https://doi.org/10.3390/bioengineering8010005,Protein,Not Specified Explicitly,Collagen triple helix.,Homotrimeric Collagen mimetic peptides (CMPs),"These peptides self-assemble into stable triple helices, mimicking the structural integrity of natural collagen.","They exhibit thermal stability and can facilitate the formation of higher-order structures, which are essential for tissue engineering applications."
2021,https://doi.org/10.3390/bioengineering8010005,Protein,Not Specified Explicitly,natural collagen with diverse amino acid sequences.,Heterotrimeric CMPs,Designed to form more complex structures that resemble the natural collagen fibrils found in tissues.,These CMPs can enhance the mechanical properties of biomaterials and improve cell interactions.
2021,https://doi.org/10.3390/bioengineering8010005,Protein,Not Specified Explicitly,Collagen and its functional domains.,Recombinant CMPs,"These peptides are produced using recombinant DNA technology, allowing for precise control over their sequence and structure.",They provide insights into collagen's molecular interactions and can be tailored for specific biomedical applications.
2021,https://doi.org/10.3390/bioengineering8010005,Protein,Not Specified Explicitly,Collagen and other ECM components.,Synthetic ECM Mimics,These materials aim to replicate the nano-scale structure and function of collagen.,They can support cell growth and tissue regeneration by providing a suitable environment for cellular activities.
2022,https://doi.org/10.1016/j.addr.2021.114044,Protein,Not Specified Explicitly,NEMO/IKKb interaction,Bicyclic peptides,Inhibits NEMO/IKKb interaction.,Affects NF-kB signaling pathway.
2022,https://doi.org/10.1016/j.addr.2021.114044,Protein,Not Specified Explicitly,BCL9 protein,Heptapeptides,Mimics the α-helical domain of BCL9.,Inhibits β-catenin interaction.
2022,https://doi.org/10.1016/j.addr.2021.114044,Protein,Not Specified Explicitly,Host defense peptide,cTI (tachyplesin-I),Antimicrobial activity.,Induces apoptosis in cancer cells.
2022,https://doi.org/10.1016/j.addr.2021.114044,Protein,Immunomodulatory mimetic.,Interleukin-2 (IL-2),IL-2-derived peptides,Enhances T-cell activation.,Boosts immune response against tumors.
2022,https://doi.org/10.1016/j.addr.2021.114044,Protein,Not Specified Explicitly,L2,Human Papillomavirus Minor Capsid Protein L2,Involved in viral entry into host cells.,Facilitates infection.
2022,https://doi.org/10.1021/acscentsci.1c01293,Protein,Cytokine mimetic,Interleukin-2 (IL-2) and Interleukin-15 (IL-15),Neo-2/15,"Potently activates and expands cytotoxic CD8+ T cells and NK cells, supporting antitumor immunity with reduced toxicity","Mimics IL-2 and IL-15 signaling by selectively binding IL-2Rβγc, driving immune cell activation without engaging CD25, thus minimizing side effects"
2023,https://doi.org/10.1039/D2CS00954D,Carbohydrate,iminosugars,"biologically active carbohydrates uch as sialic acid, glucose, maltose, and other glycan epitopes-examples include oseltamivir (Tamiflu)",Glycomimetic,Inhibition and modulation of lectins,"inhibit carbohydrate-processing enzymes or block lectin-mediated interactions, thereby modulating biological processes like viral infection, cancer metastasis"
2023,https://doi.org/10.1021/acs.jmedchem.3c01412,Protein,Not Specified Explicitly,p53,Sulfono-γ-AApeptides,Blocking the interaction of p53 with its negative regulators MDM2 or MDMX.,"This  restores p53’s tumor-suppressing activity, potentially leading to cancer cell apoptosis."
2023,https://doi.org/10.1021/acs.jmedchem.3c01412,Protein,Not Specified Explicitly,GLP-1,Sulfono-γ-AApeptides,treatment of type 2 diabetes.,"Mimicry of GLP-1, which is involved in glucose regulation by stimulating insulin secretion."
